tree_id,lon,lat,x,y
252,-73.12139271028964,7.1399699586221255,1105619.1544901202,1281414.996857563
253,-73.12122036621167,7.139955546637223,1105638.1978509976,1281413.4422978226
254,-73.12294067511814,7.139913931978681,1105448.1528822419,1281408.4454986565
255,-73.1196257170531,7.139744930056974,1105814.4183391163,1281390.5125416494
256,-73.1211490109433,7.139952387005858,1105646.0816913608,1281413.1091778781
257,-73.11929665532945,7.139934991514926,1105850.7284207891,1281411.6101381283
258,-73.11771617057087,7.139921667850337,1106025.3388288335,1281410.4997383137
259,-73.12237527220366,7.139931334595548,1105510.6128851196,1281410.4997383137
260,-73.11755353111687,7.139832482773335,1106043.3273096622,1281400.6726999537
261,-73.1189580054212,7.139902664762881,1105888.148902513,1281408.112378712
262,-73.11944095800834,7.139900655922841,1105834.794180055,1281407.7792587676
263,-73.12109282381864,7.139905086344877,1105652.2999316473,1281407.890298749
264,-73.1213356003996,7.139883001254431,1105625.4837704117,1281405.3918991662
265,-73.12015912501778,7.139888091490846,1105755.4560963998,1281406.2246990271
266,-73.12121647930086,7.139891287735653,1105638.642011018,1281406.3357390086
267,-73.11891495372419,7.139822261829502,1105892.923622733,1281399.2291801947
268,-73.11718615902194,7.139837239976546,1106083.912431532,1281401.2834198517
269,-73.12261363418656,7.139857035855216,1105484.296403907,1281402.2272596944
270,-73.1230698960829,7.139882073817779,1105433.8842415845,1281404.8922192494
271,-73.11944413309897,7.139823862712863,1105834.4610600397,1281399.2847001853
272,-73.12133924957416,7.139819761885773,1105625.095130394,1281398.3963803337
273,-73.12304444729851,7.1397946801422965,1105436.715761715,1281395.2317408617
274,-73.11929644843838,7.139792936555938,1105850.7839407916,1281395.8979807505
275,-73.12131425572373,7.139755459249492,1105627.8711305219,1281391.2898215195
276,-73.12122026820138,7.139760786053953,1105638.253371,1281391.9005414178
277,-73.11699443179792,7.1397193825171845,1106105.121072509,1281388.29174202
278,-73.12245203511057,7.1397502859393995,1105502.1738447307,1281390.4570216585
279,-73.12286561897164,7.139756663243603,1105456.4808826256,1281391.0677415566
280,-73.1222651088662,7.139739859851692,1105522.8272856823,1281389.346621844
281,-73.12014787855641,7.139737982241761,1105756.7330564586,1281389.6242217976
282,-73.11944230989019,7.139734008178933,1105834.68314005,1281389.346621844
283,-73.1213796283688,7.1397355163069784,1105620.6535301893,1281389.0690218902
284,-73.12276461868157,7.139750932738805,1105467.6404031399,1281390.4570216585
285,-73.1219670939685,7.139741752680117,1105555.750647199,1281389.6242217976
286,-73.12183591700627,7.139747504565502,1105570.2413678668,1281390.2904616864
287,-73.12160829085548,7.13973398216858,1105595.3919290253,1281388.8469419272
288,-73.12305412991134,7.1397299473276865,1105435.6608816665,1281388.069662057
289,-73.11753421653233,7.139695909687815,1106045.492589762,1281385.571262474
290,-73.12123348243753,7.139689535152387,1105636.8098509335,1281384.0167027335
291,-73.11929112833398,7.139693035574816,1105851.3946608198,1281384.8495025944
292,-73.12297183829496,7.139669039962657,1105444.7661620858,1281381.3517431782
293,-73.12189486385343,7.139675846376057,1105563.7455275673,1281382.3511030113
294,-73.12113000495316,7.139666732530128,1105648.2469714605,1281381.5183031503
295,-73.1194389821773,7.139642644642857,1105835.0717800676,1281379.2419835303
296,-73.1224461607486,7.139674979794031,1105502.8400847614,1281382.1290230483
297,-73.12225771440018,7.139670574080138,1105523.6600857207,1281381.6848631226
298,-73.1192843026826,7.139592127548513,1105852.1719408554,1281373.6899844569
299,-73.12089935424923,7.139657721160533,1105673.7306526345,1281380.5744633079
300,-73.11891436249742,7.139623484672583,1105893.0346627382,1281377.2432638637
301,-73.11707205410428,7.13960911305705,1106096.5709921152,1281376.0773440583
302,-73.11918146269782,7.139504573058122,1105863.55354138,1281364.0295060691
303,-73.1201486837916,7.139592415630045,1105756.677536456,1281373.5234244845
304,-73.12034828510768,7.139549159170633,1105734.6360954405,1281368.6931852908
305,-73.11753746205515,7.139585485410511,1106045.1594697468,1281373.3568645124
306,-73.11735206901206,7.1395630135237065,1106065.6463506906,1281370.9139849201
307,-73.11985725236751,7.139570226705454,1105788.8791379395,1281371.136064883
308,-73.11713849474269,7.139559055409606,1106089.2423517776,1281370.525344985
309,-73.12111019821202,7.139524636878206,1105650.4677715627,1281365.8061457726
310,-73.11892010264702,7.139521598833548,1105892.42394271,1281365.9727057447
311,-73.11978895214497,7.139547998749557,1105796.4298582876,1281368.6931852908
312,-73.11726383047728,7.139462438094304,1106075.4178711406,1281359.8099867732
313,-73.11999817488726,7.13946962523986,1105773.3335372233,1281359.9765467455
314,-73.11747607919065,7.1393790524834655,1106051.9884300614,1281350.5381483207
315,-73.11935953395714,7.139423123403656,1105843.8994604745,1281354.9797475794
316,-73.11960573093697,7.139447728537546,1105816.694659221,1281357.6447071347
317,-73.11978964994154,7.139454133762566,1105796.3743382848,1281358.3109470233
318,-73.11891634355347,7.1393961011698925,1105892.8681027305,1281352.0927080612
319,-73.11954952525194,7.139409462949126,1105822.9128995074,1281353.4251878387
320,-73.12042495477576,7.139413287118999,1105726.1970550518,1281353.6472678017
321,-73.11781939889467,7.139340613714177,1106014.0682683142,1281346.2075890433
322,-73.11859834757614,7.1393402250174995,1105928.0122643495,1281345.9855090803
323,-73.11851140312847,7.139342052195443,1105937.617224792,1281346.2075890433
324,-73.11820990549464,7.1393273707335405,1105970.9292263268,1281344.6530293028
325,-73.11843401121723,7.139341891371056,1105946.167305186,1281346.2075890433
326,-73.11976683774907,7.139307514234258,1105798.9282584025,1281342.099109729
327,-73.11845634171092,7.139237028270111,1105943.7244250735,1281334.6039109798
328,-73.1188804759303,7.139244434922876,1105896.8655429147,1281335.3256708595
329,-73.11872168326488,7.1392385835075585,1105914.409863723,1281334.7149509613
330,-73.11879907621048,7.139238242324157,1105905.859783329,1281334.6594309707
331,-73.11720318056676,7.138904635243826,1106082.2468314553,1281298.1272770674
332,-73.11738559112796,7.141561884720054,1106061.4823504987,1281591.994588024
333,-73.11724952547175,7.141501868404163,1106076.528271192,1281585.3877091266
334,-73.11733262478974,7.141416206337667,1106067.36747077,1281575.8937907112
335,-73.12272951283055,7.140200616228179,1105471.4157633136,1281440.2029333564
336,-73.12283902527982,7.140221423162688,1105459.3124027562,1281442.4792529766
337,-73.11917820816771,7.139619515015596,1105863.8866613952,1281376.7435839472
338,-73.1192769368775,7.139509288941541,1105853.0047408938,1281364.5291859857
339,-73.12225889889265,7.141763749201026,1105523.0493656925,1281613.2032244846
340,-73.11795796259769,7.140371926185975,1105998.522667598,1281460.2456500116
341,-73.11798934224137,7.140265576072146,1105995.0804274394,1281448.475411976
342,-73.12019963329904,7.1407083774919435,1105750.792416185,1281496.944363887
343,-73.12030693562048,7.140583612160011,1105738.9666556402,1281483.1198861941
344,-73.11731978148961,7.139381739078235,1106069.255150857,1281350.871268265
345,-73.1188361746055,7.142177291582247,1105901.085063109,1281659.7289767198
346,-73.12070259313168,7.141235976375352,1105695.1058536193,1281555.1848341671
347,-73.12068632208926,7.141085354741165,1105696.9380137038,1281538.528836947
348,-73.12063042353826,7.141140956337323,1105703.1007339878,1281544.6915559184
349,-73.12077096147125,7.141225576996996,1105687.5551332715,1281554.0189143617
350,-73.11730268565685,7.13986810196172,1106071.0317909387,1281404.6701392867
351,-73.11745695345381,7.139874948396371,1106053.9871501534,1281405.3918991662
352,-73.11726783100703,7.139953864456209,1106074.8626711152,1281414.164057702
353,-73.11738759487419,7.139878317811582,1106061.6489105064,1281405.7805391012
354,-73.11767974053105,7.141968079793935,1106028.8921089973,1281636.8547405375
355,-73.11771357775847,7.142129279093374,1106025.1167488233,1281654.676657563
356,-73.11781937341634,7.142004511344934,1106013.457548286,1281640.8521798702
357,-73.11762080741437,7.142032709913304,1106035.3879492965,1281644.016819342
358,-73.1178498938122,7.142069327572009,1106010.0708281302,1281648.014258675
359,-73.11776972377156,7.141955216057677,1106018.9540285394,1281635.4112207782
360,-73.12014148524005,7.140154093476061,1105757.3437764868,1281435.6502941162
361,-73.12030008417999,7.140253308530637,1105739.7994556783,1281446.5877322908
362,-73.12030736613033,7.140134861169046,1105739.0221756427,1281433.4850144777
363,-73.12016124157356,7.140320283085577,1105755.1229763844,1281454.0274110492
364,-73.12012717908304,7.140267004700665,1105758.8983365584,1281448.1422920316
365,-73.12078289010663,7.141289350607781,1105686.2226532102,1281561.069953185
366,-73.12063574077985,7.141242363210143,1105702.4900139596,1281555.9065940469
367,-73.11918110224319,7.1394363058231045,1105863.6090613825,1281356.4787873293
368,-73.11927561832891,7.139418431539097,1105853.1713009016,1281354.4800676627
369,-73.12310968849464,7.1408077703595705,1105429.2760813723,1281507.2710821636
370,-73.12192365591439,7.140331465546704,1105560.414327414,1281454.8602109104
371,-73.12019059224583,7.141672623063774,1105751.5696962208,1281603.5982660875
372,-73.1202580985758,7.1415934535221695,1105744.130015878,1281594.8261075516
373,-73.12028988999357,7.141772217090046,1105740.5767357142,1281614.591224253
374,-73.12032537419215,7.14162521655565,1105736.6903355352,1281598.3238669678
375,-73.12301853142584,7.141386843608349,1105439.21416183,1281571.3411514708
376,-73.12296082066601,7.141347069377132,1105445.5989621242,1281566.955072203
377,-73.12131369171608,7.141236741281179,1105627.593530509,1281555.1293141765
378,-73.12120138901425,7.141349449462387,1105639.9744910793,1281567.6213120916
379,-73.12139043549423,7.141307174684326,1105619.0989701175,1281562.9021128793
